Movie,Year,Studio,Production_Budget,Domestic_Gross,Foreign_Gross,Worldwide_Gross,ROI,Profit_USD_Millions,International_Share,Genres,Runtime_Minutes,IMDb_Rating,IMDb_Num_Votes
Horrible Bosses,2011,WB (NL),35000000.0,117538559.0,92100000.0,212417601.0,5.069074314285714,177.417601,0.4393275761831581,"Comedy,Crime",98.0,6.9,398695
Trainwreck,2015,Uni.,35000000.0,110212700.0,30600000.0,141123897.0,3.0321113428571427,106.123897,0.2173099443445087,"Comedy,Drama,Romance",125.0,6.2,121860
Saving Mr. Banks,2013,BV,35000000.0,83299761.0,34600000.0,114962525.0,2.284643571428572,79.962525,0.2934696364651664,"Biography,Comedy,Drama",125.0,7.5,140678
Secretariat,2010,BV,35000000.0,59699513.0,537000.0,60376247.0,0.7250356285714286,25.376247,0.0089148586672007,"Biography,Drama,Family",123.0,7.2,24536
Friends with Benefits,2011,SGem,35000000.0,55802754.0,93700000.0,146595891.0,3.1884540285714285,111.595891,0.6267443073322917,"Comedy,Romance",109.0,6.6,317338
Neighbors 2: Sorority Rising,2016,Uni.,35000000.0,55340730.0,52600000.0,108757621.0,2.1073606,73.757621,0.4873044679242024,Comedy,92.0,5.7,102793
Sicario: Day of the Soldado,2018,Sony,35000000.0,50065850.0,25800000.0,75885196.0,1.168148457142857,40.885196,0.3400739594956097,"Action,Crime,Drama",122.0,7.1,95650
Goosebumps 2: Haunted Halloween,2018,Sony,35000000.0,46697321.0,46600000.0,93291478.0,1.6654708,58.291478,0.4994784362564923,"Adventure,Comedy,Family",90.0,5.6,11459
12 Strong,2018,WB,35000000.0,45819713.0,21600000.0,71118378.0,1.0319536571428571,36.118378,0.3203810731143278,"Action,Drama,History",130.0,6.6,50155
Something Borrowed,2011,WB,35000000.0,39046489.0,21100000.0,65084116.0,0.8595461714285715,30.084116,0.3508101694847059,"Comedy,Drama,Romance",112.0,5.9,54314
In Time,2011,Fox,35000000.0,37553932.0,136400000.0,165103952.0,3.717255771428571,130.103952,0.7841156473542662,"Action,Crime,Drama",109.0,6.7,346077
J. Edgar,2011,WB,35000000.0,37306030.0,47600000.0,84606030.0,1.4173151428571429,49.60603,0.5606197816574394,"Biography,Crime,Drama",137.0,6.6,115925
Mile 22,2018,STX,35000000.0,36108758.0,30200000.0,66295121.0,0.8941463142857143,31.295121,0.4554451163148011,"Action,Adventure,Thriller",94.0,6.1,47862
Hot Pursuit,2015,WB (NL),35000000.0,34580201.0,17100000.0,45671512.0,0.3049003428571428,10.671512,0.3308810660391975,"Action,Comedy,Crime",87.0,5.1,44723
The Foreigner,2017,STX,35000000.0,34393507.0,111000000.0,140783360.0,3.0223817142857143,105.78336,0.763445371738643,"Action,Thriller",113.0,7.0,81288
Adrift,2018,STX,35000000.0,31445011.0,28500000.0,57897191.0,0.6542054571428572,22.897191,0.4754357289216278,"Action,Adventure,Biography",96.0,6.6,34115
Abduction,2011,LGF,35000000.0,28087155.0,54000000.0,86648359.0,1.4756674,51.648359,0.6578373924641437,"Action,Mystery,Thriller",106.0,5.1,72552
Abduction,2011,LGF,35000000.0,28087155.0,54000000.0,86648359.0,1.4756674,51.648359,0.6578373924641437,"Horror,Thriller",84.0,5.2,10
Alex Cross,2012,LG/S,35000000.0,25888412.0,8700000.0,35426759.0,0.0121931142857142,0.426759,0.2515293272209201,"Action,Crime,Mystery",101.0,5.1,30951
Whiskey Tango Foxtrot,2016,Par.,35000000.0,23083334.0,,25350747.0,-0.2756929428571428,-9.649253,,"Biography,Comedy,Drama",112.0,6.6,46265
Hitman: Agent 47,2015,Fox,35000000.0,22467450.0,59900000.0,82182803.0,1.3480800857142856,47.182803,0.7272290206871768,"Action,Adventure,Crime",96.0,5.7,80510
Premium Rush,2012,Sony,35000000.0,20275446.0,10800000.0,31393201.0,-0.1030514,-3.606799,0.3475412710086284,"Action,Crime,Thriller",91.0,6.5,105279
Broken City,2013,Fox,35000000.0,19701164.0,,34480045.0,-0.0148558571428571,-0.519955,,"Crime,Drama,Thriller",109.0,6.2,71704
Furry Vengeance,2010,Sum.,35000000.0,17630465.0,18600000.0,39340177.0,0.1240050571428571,4.340177,0.5133801070452725,"Comedy,Family",92.0,3.8,14700
Parker,2013,FD,35000000.0,17616641.0,28600000.0,48543388.0,0.3869539428571428,13.543388,0.6188247215975735,"Action,Crime,Thriller",118.0,6.2,105529
The Tree of Life,2011,FoxS,35000000.0,13305665.0,41000000.0,61721826.0,0.7634807428571428,26.721826,0.7549856907193753,"Drama,Fantasy",139.0,6.8,156266
Unfinished Business,2015,Fox,35000000.0,10219501.0,4200000.0,13214051.0,-0.6224556857142857,-21.785949,0.2912722153145244,"Comedy,Drama",91.0,5.4,29004
The Walk,2015,TriS,35000000.0,10161183.0,51000000.0,61492104.0,0.7569172571428572,26.492104,0.8338622227107674,"Crime,Thriller",89.0,6.8,126
The Walk,2015,TriS,35000000.0,10161183.0,51000000.0,61492104.0,0.7569172571428572,26.492104,0.8338622227107674,"Adventure,Biography,Drama",123.0,7.3,109714
Mandela: Long Walk to Freedom,2013,Wein.,35000000.0,8323085.0,19000000.0,29890402.0,-0.1459885142857143,-5.109598,0.6953826773221252,"Biography,Drama,History",141.0,7.1,25027
The Brothers Grimsby,2016,Sony,35000000.0,6864016.0,18300000.0,28720470.0,-0.1794151428571428,-6.27953,0.72722891290484,"Action,Adventure,Comedy",83.0,6.2,82123
The Snowman,2017,Uni.,35000000.0,6670765.0,36400000.0,43226146.0,0.2350327428571428,8.226146,0.8451208145478726,"Crime,Drama,Mystery",119.0,5.1,47890
A Hologram for the King,2016,RAtt.,35000000.0,4212494.0,,11846010.0,-0.6615425714285714,-23.15399,,"Comedy,Drama,Romance",98.0,6.1,36062
The Darkest Hour,2011,Sum.,34800000.0,21443494.0,43200000.0,62831715.0,0.8055090517241379,28.031715,0.6682807089604408,"Action,Adventure,Horror",89.0,4.9,55071
Baby Driver,2017,TriS,34000000.0,107825862.0,119100000.0,228104185.0,5.708946617647059,194.104185,0.5248410161376846,"Action,Crime,Drama",113.0,7.6,363977
The Maze Runner,2014,Fox,34000000.0,102427862.0,245900000.0,348319861.0,9.244701794117647,314.319861,0.7059441027430645,"Action,Mystery,Sci-Fi",113.0,6.8,387038
The Longest Ride,2015,Fox,34000000.0,37446117.0,25500000.0,63802928.0,0.8765567058823529,29.802928,0.4051083881790516,"Drama,Romance",123.0,7.1,70327
The Darkest Minds,2018,Fox,34000000.0,12695691.0,28400000.0,38361428.0,0.128277294117647,4.361428,0.6910700199687603,"Action,Adventure,Drama",104.0,5.7,21340
Mike and Dave Need Wedding Dates,2016,Fox,33000000.0,46009673.0,31100000.0,75898100.0,1.2999424242424242,42.8981,0.403321642927989,"Adventure,Comedy,Romance",98.0,6.0,74849
Step Up Revolution,2012,LG/S,33000000.0,35074677.0,105400000.0,165552290.0,4.0167360606060605,132.55229,0.7503131685435376,"Drama,Music,Romance",99.0,6.5,51295
Bridesmaids,2011,Uni.,32500000.0,169211718.0,119300000.0,289632023.0,7.911754553846154,257.132023,0.4135014023936456,"Comedy,Romance",125.0,6.8,249501
The Big Wedding,2013,LGF,32500000.0,21819348.0,24700000.0,48425971.0,0.4900298769230769,15.925971,0.5309618698869124,"Comedy,Drama,Romance",89.0,5.6,44221
Wanderlust,2012,Uni.,32500000.0,17288155.0,4200000.0,24159934.0,-0.2566174153846154,-8.340066,0.1954565201153845,"Comedy,Romance",98.0,5.6,69081
Takers,2010,SGem,32000000.0,57744720.0,11300000.0,70587268.0,1.205852125,38.587268,0.163662043962232,"Action,Crime,Thriller",107.0,6.2,53377
Source Code,2011,Sum.,32000000.0,54712227.0,92600000.0,140428499.0,3.38839059375,108.428499,0.6285968373826838,"Action,Drama,Sci-Fi",93.0,7.5,452036
I Feel Pretty,2018,STX,32000000.0,48795601.0,45700000.0,91553797.0,1.86105615625,59.553797,0.4836203962552712,"Comedy,Romance",110.0,5.4,39936
"Big Mommas: Like Father, Like Son",2011,Fox,32000000.0,37915414.0,44800000.0,82332450.0,1.5728890625,50.33245,0.5416161007185433,"Action,Comedy,Crime",107.0,4.4,23520
The Incredible Burt Wonderstone,2013,WB (NL),32000000.0,22537881.0,4900000.0,27392609.0,-0.14398096875,-4.607391,0.1785852194635584,"Adventure,Comedy,Fantasy",100.0,5.9,67549
Going the Distance,2010,WB (NL),32000000.0,17804299.0,24200000.0,43603990.0,0.3626246875,11.60399,0.5761315050157128,"Comedy,Romance",102.0,6.3,54421
Repo Men,2010,Uni.,32000000.0,13942007.0,4600000.0,18195238.0,-0.4313988125,-13.804762,0.2480853340202061,"Action,Crime,Sci-Fi",111.0,6.3,96144
Flight,2012,Par.,31000000.0,93772375.0,68000000.0,160558438.0,4.179304451612904,129.558438,0.4203437082505588,"Drama,Thriller",138.0,7.3,303009
The Grand Budapest Hotel,2014,FoxS,31000000.0,59076019.0,115500000.0,163981261.0,4.289718096774194,132.981261,0.6616028974747099,"Adventure,Comedy,Crime",99.0,8.1,633604
Vacation,2015,WB (NL),31000000.0,58884188.0,46000000.0,102306500.0,2.300209677419355,71.3065,0.4385789781773397,"Adventure,Comedy",99.0,6.1,87582
Extraordinary Measures,2010,CBS,31000000.0,12482741.0,3100000.0,15826984.0,-0.489452129032258,-15.173016,0.1989380430567382,Drama,106.0,6.5,15673
Crazy Rich Asians,2018,WB,30000000.0,174532921.0,64000000.0,238099711.0,6.936657033333334,208.099711,0.2683067801781541,"Comedy,Romance",120.0,7.0,96617
The Vow,2012,SGem,30000000.0,125014030.0,71100000.0,197618160.0,5.587272,167.61816,0.3625441790166669,"Drama,Romance",104.0,6.8,173629
Lee Daniels' The Butler,2013,Wein.,30000000.0,116632095.0,60000000.0,177025498.0,4.900849933333333,147.025498,0.3396891148236678,"Biography,Drama",132.0,7.2,102468
Sisters,2015,Uni.,30000000.0,87044645.0,18000000.0,106030660.0,2.534355333333333,76.03066,0.1713557126115281,Comedy,118.0,6.0,58994
Looper,2012,TriS,30000000.0,66486205.0,110000000.0,170466405.0,4.6822135,140.466405,0.6232781763311189,"Action,Crime,Drama",113.0,7.4,500595
Warm Bodies,2013,LG/S,30000000.0,66380662.0,50600000.0,115121608.0,2.837386933333333,85.121608,0.4325501252506162,"Comedy,Horror,Romance",98.0,6.9,208709
The Nut Job,2014,ORF,30000000.0,64251538.0,56600000.0,122529966.0,3.0843322,92.529966,0.4683432328349847,"Adventure,Animation,Comedy",85.0,5.7,24587
Hope Springs,2012,Sony,30000000.0,63536011.0,50700000.0,133085295.0,3.4361765,103.085295,0.4438180181203981,"Comedy,Drama,Romance",100.0,6.3,38667
Midnight in Paris,2011,SPC,30000000.0,56816662.0,94300000.0,162502774.0,4.416759133333334,132.502774,0.6240211949626044,"Comedy,Fantasy,Romance",94.0,7.7,356500
Darkest Hour,2017,Focus,30000000.0,56443120.0,94400000.0,150807172.0,4.026905733333333,120.807172,0.6258157481759857,"Biography,Drama,History",125.0,7.4,136546
Life of the Party,2018,WB (NL),30000000.0,53059911.0,12800000.0,65759911.0,1.1919970333333334,35.759911,0.1943519176635389,Comedy,105.0,5.5,25756
Letters to Juliet,2010,Sum.,30000000.0,53032453.0,26100000.0,82148538.0,1.7382846,52.148538,0.3298267526219615,"Adventure,Comedy,Drama",105.0,6.6,86137
Southpaw,2015,Wein.,30000000.0,52421953.0,39500000.0,94156456.0,2.138548533333333,64.156456,0.4297123669685304,"Drama,Sport",124.0,7.4,199783
Atomic Blonde,2017,Focus,30000000.0,51573925.0,48300000.0,98345423.0,2.2781807666666665,68.345423,0.4836097109430715,"Action,Mystery,Thriller",115.0,6.7,150407
Sicario,2015,LGF,30000000.0,46889293.0,38000000.0,84393749.0,1.813124966666667,54.393749,0.447641848071464,"Action,Crime,Drama",121.0,7.6,328548
Den of Thieves,2018,STX,30000000.0,44947622.0,35600000.0,80131391.0,1.6710463666666666,50.131391,0.4419745625761614,"Action,Crime,Drama",140.0,7.0,69648
The Three Stooges,2012,Fox,30000000.0,44338224.0,10500000.0,54052249.0,0.8017416333333334,24.052249,0.1914722840039458,"Comedy,Family",92.0,5.1,28570
John Wick,2014,LG/S,30000000.0,43037835.0,45700000.0,76235001.0,1.5411667,46.235001,0.5150001687555258,"Action,Crime,Thriller",101.0,7.4,449942
The Age of Adaline,2015,LGF,30000000.0,42629776.0,23000000.0,68984536.0,1.2994845333333334,38.984536,0.3504506856765746,"Drama,Fantasy,Romance",112.0,7.2,138924
Hanna,2011,Focus,30000000.0,40259119.0,23500000.0,65343694.0,1.1781231333333333,35.343694,0.3685747288948581,"Action,Drama,Thriller",111.0,6.8,179178
The 15:17 to Paris,2018,WB,30000000.0,36276286.0,20800000.0,56096200.0,0.8698733333333334,26.0962,0.3644245527818681,"Biography,Drama,Thriller",94.0,5.2,21880
Larry Crowne,2011,Uni.,30000000.0,35608245.0,36400000.0,61449135.0,1.0483045,31.449135,0.5054976690516482,"Comedy,Drama,Romance",98.0,6.1,58927
Entourage,2015,WB,30000000.0,32363404.0,16900000.0,46438538.0,0.5479512666666667,16.438538,0.3430538417523888,Comedy,104.0,6.6,71519
The Five-Year Engagement,2012,Uni.,30000000.0,28700285.0,25100000.0,61623819.0,1.0541273,31.623819,0.4665402794799321,"Comedy,Romance",124.0,6.2,88469
Winnie the Pooh,2011,BV,30000000.0,26692846.0,23200000.0,50145607.0,0.6715202333333333,20.145607,0.4649965247522661,"Adventure,Animation,Comedy",63.0,7.2,19605
White Boy Rick,2018,Studio 8,30000000.0,24004833.0,1900000.0,25947983.0,-0.1350672333333333,-4.052017,0.0733453869399582,"Crime,Drama",111.0,6.4,16255
Sanctum,2011,Uni.,30000000.0,23209310.0,85400000.0,108957098.0,2.631903266666667,78.957098,0.7863045994859925,"Adventure,Drama,Thriller",108.0,5.9,51318
The Next Three Days,2010,LGF,30000000.0,21148651.0,46300000.0,67255916.0,1.2418638666666666,37.255916,0.6864481248112732,"Action,Crime,Drama",133.0,7.4,168066
Proud Mary,2018,SGem,30000000.0,20868638.0,876000.0,21709539.0,-0.2763487,-8.290461,0.040285793674744,"Action,Crime,Drama",89.0,4.9,6805
Runner Runner,2013,Fox,30000000.0,19316646.0,43400000.0,60512680.0,1.0170893333333333,30.51268,0.6920012910129154,"Crime,Thriller",88.0,5.6,58235
Baahubali 2: The Conclusion,2017,GrtIndia,30000000.0,18985794.0,234000000.0,263502914.0,7.783430466666666,233.502914,0.9249531220713524,"Action,Drama",167.0,8.3,65656
Steve Jobs,2015,Uni.,30000000.0,17766658.0,16700000.0,35579007.0,0.1859669,5.579007,0.4845262340201362,"Biography,Drama",122.0,7.2,138668
The Last Stand,2013,LGF,30000000.0,12050299.0,36300000.0,48330757.0,0.6110252333333334,18.330757,0.7507709517990778,"Action,Thriller",107.0,6.4,126623
Dead Man Down,2013,FD,30000000.0,10895295.0,7200000.0,19599974.0,-0.3466675333333333,-10.400026,0.3978934855718019,"Action,Crime,Drama",118.0,6.5,61238
The Space Between Us,2017,STX,30000000.0,7885294.0,6900000.0,16481405.0,-0.4506198333333333,-13.518595,0.4666799321000989,"Adventure,Drama,Romance",120.0,6.4,41031
Kin,2018,LGF,30000000.0,5718096.0,4300000.0,10096821.0,-0.6634393,-19.903179,0.4292232775569329,"Action,Drama,Sci-Fi",102.0,5.7,9048
Stronger,2017,RAtt.,30000000.0,4211129.0,4200000.0,8786752.0,-0.7071082666666667,-21.213248,0.4993384360173289,"Biography,Drama",119.0,7.0,33464
Stronger,2017,RAtt.,30000000.0,4211129.0,4200000.0,8786752.0,-0.7071082666666667,-21.213248,0.4993384360173289,Drama,125.0,6.8,22
Machine Gun Preacher,2011,Rela.,30000000.0,538690.0,2800000.0,3721988.0,-0.8759337333333334,-26.278012,0.8386522857767568,"Action,Biography,Crime",129.0,6.8,60074
Pitch Perfect 2,2015,Uni.,29000000.0,184296230.0,103200000.0,287625468.0,8.918119586206897,258.625468,0.3589612288133308,"Comedy,Music",115.0,6.4,130692
The Boss,2016,Uni.,29000000.0,63077560.0,15600000.0,78652207.0,1.712145068965517,49.652207,0.1982776283351949,Comedy,99.0,5.4,39096
Logan Lucky,2017,BST,29000000.0,27778642.0,20700000.0,44264271.0,0.5263541724137931,15.264271,0.4269921587324991,"Comedy,Crime,Drama",118.0,7.0,105966
Florence Foster Jenkins,2016,Par.,29000000.0,27383770.0,21500000.0,56000339.0,0.9310461724137932,27.000339,0.4398187782979913,"Biography,Comedy,Drama",111.0,6.8,44970
Straight Outta Compton,2015,Uni.,28000000.0,161197785.0,40400000.0,202182981.0,6.22082075,174.182981,0.2003990272016133,"Biography,Drama,History",147.0,7.9,165307
Girls Trip,2017,Uni.,28000000.0,115108515.0,25400000.0,140886353.0,4.0316554642857145,112.886353,0.1807719624678974,"Comedy,Drama",122.0,6.2,29321
A Bad Moms Christmas,2017,STX,28000000.0,72110659.0,58400000.0,127710550.0,3.5610910714285717,99.71055,0.4474730297699286,"Adventure,Comedy",104.0,5.5,33056
Safe Haven,2013,Rela.,28000000.0,71399120.0,26200000.0,94050951.0,2.358962535714286,66.050951,0.2684450433569483,"Drama,Romance,Thriller",115.0,6.7,97055
The Big Short,2015,Par.,28000000.0,70259870.0,63200000.0,133162752.0,3.7558125714285713,105.162752,0.4735505886526039,"Biography,Comedy,Drama",130.0,7.8,309227
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,BV,28000000.0,66954149.0,34400000.0,101379287.0,2.6206888214285717,73.379287,0.3394039646073097,"Comedy,Family",81.0,6.2,37325
Last Vegas,2013,CBS,28000000.0,63914167.0,70500000.0,112914167.0,3.0326488214285714,84.914167,0.5244982844702671,"Comedy,Drama",105.0,6.6,121409
Tag,2018,WB (NL),28000000.0,54730625.0,23400000.0,77026186.0,1.7509352142857142,49.026186,0.2994984361125999,Comedy,100.0,6.5,85186
Kick-Ass,2010,LGF,28000000.0,48071303.0,48100000.0,97531134.0,2.4832547857142857,69.531134,0.5001491973130487,"Action,Comedy",117.0,7.6,497363
30 Minutes or Less,2011,Sony,28000000.0,37053924.0,3500000.0,40966716.0,0.463097,12.966716,0.0863048419186266,"Action,Comedy,Crime",83.0,6.1,87254
3 Days to Kill,2014,Rela.,28000000.0,30697999.0,21900000.0,38959900.0,0.391425,10.9599,0.4163656491951338,"Action,Drama,Thriller",117.0,6.2,81681
Kick-Ass 2,2013,Uni.,28000000.0,28795985.0,32000000.0,63129909.0,1.2546396071428572,35.129909,0.5263505476554085,"Action,Comedy,Crime",103.0,6.6,238832
A Walk Among the Tombstones,2014,Uni.,28000000.0,26017685.0,26900000.0,62108587.0,1.2181638214285715,34.108587,0.508336674213923,"Action,Crime,Drama",114.0,6.5,105116
The Spy Next Door,2010,LGF,28000000.0,24307106.0,20900000.0,46752858.0,0.6697449285714285,18.752858,0.4623166986181332,"Action,Comedy,Family",94.0,5.5,36767
Brick Mansions,2014,Rela.,28000000.0,20396829.0,48500000.0,73421224.0,1.6221865714285717,45.421224,0.7039511208854039,"Action,Crime",90.0,5.7,37528
American Ultra,2015,LGF,28000000.0,14439985.0,12700000.0,30295028.0,0.0819652857142857,2.295028,0.4679442527326378,"Action,Comedy,Sci-Fi",96.0,6.1,76769
Pride and Prejudice and Zombies,2016,SGem,28000000.0,10907291.0,5500000.0,16638300.0,-0.405775,-11.3617,0.3352168252516518,"Action,Comedy,Horror",108.0,5.8,46187
Joyful Noise,2012,WB,27500000.0,30932113.0,226000.0,31157914.0,0.1330150545454545,3.657914,0.0072533275683286,"Comedy,Drama,Music",118.0,5.8,7575
Anonymous,2011,Sony,27500000.0,4463292.0,10900000.0,15815509.0,-0.4248905818181818,-11.684491,0.7094833581240271,"Drama,Thriller",130.0,6.9,37932
Limitless,2011,Rela.,27000000.0,79249455.0,82600000.0,155564919.0,4.761663666666666,128.564919,0.510350807174482,"Mystery,Sci-Fi,Thriller",105.0,7.4,492490
Money Monster,2016,TriS,27000000.0,41012075.0,52300000.0,93466095.0,2.461707222222222,66.466095,0.560484803279747,"Crime,Drama,Thriller",98.0,6.5,86607
Lawless,2012,Wein.,26000000.0,37397291.0,16300000.0,54393687.0,1.0920648846153846,28.393687,0.3035534883873378,"Crime,Drama",116.0,7.3,214055
The Best of Me,2014,Rela.,26000000.0,26766213.0,9200000.0,41059418.0,0.5792083846153846,15.059418,0.2557956268567947,"Drama,Romance",118.0,6.7,59750
The Raven,2012,Rela.,26000000.0,16008272.0,13600000.0,30601801.0,0.1769923461538461,4.601801,0.4593310950399267,"Crime,Mystery,Thriller",110.0,6.4,79578
The Fifth Estate,2013,BV,26000000.0,3254172.0,5300000.0,6154172.0,-0.7633010769230769,-19.845828,0.6195807145332126,"Biography,Drama,Thriller",128.0,6.2,36392
The Help,2011,BV,25000000.0,169705587.0,46900000.0,213120004.0,7.52480016,188.120004,0.2165225775085847,Drama,146.0,8.1,392699
Hidden Figures,2016,Fox,25000000.0,169607287.0,66300000.0,231771716.0,8.27086864,206.771716,0.2810426114560844,"Biography,Drama,History",127.0,7.8,171131
Ride Along,2014,Uni.,25000000.0,134202565.0,19500000.0,153733800.0,5.149352,128.7338,0.1268684097757249,"Action,Comedy,Crime",99.0,6.2,94529
Dear John,2010,SGem,25000000.0,80014842.0,35000000.0,142033509.0,4.68134036,117.033509,0.3043085517606501,"Drama,Romance,War",108.0,6.3,128657
Parental Guidance,2012,Fox,25000000.0,77267296.0,42500000.0,120832383.0,3.83329532,95.832383,0.3548548010969539,"Comedy,Family",105.0,6.1,23711
No Strings Attached,2011,Par.,25000000.0,70662220.0,78600000.0,149228078.0,4.96912312,124.228078,0.5265900507174555,"Comedy,Romance",108.0,6.2,197663
Contraband,2012,Uni.,25000000.0,66528000.0,29700000.0,98406855.0,2.9362742,73.406855,0.3086419753086419,"Action,Crime,Drama",109.0,6.5,111709
The Lucky One,2012,WB,25000000.0,60457138.0,38900000.0,96633833.0,2.86535332,71.633833,0.3915169134602085,"Drama,Romance",101.0,6.5,94359
The Giver,2014,Wein.,25000000.0,45090374.0,21900000.0,66540205.0,1.6616082,41.540205,0.3269126397174615,"Drama,Romance,Sci-Fi",97.0,6.5,104999
The Night Before,2015,Sony,25000000.0,43035725.0,9300000.0,52427346.0,1.09709384,27.427346,0.1776988854171791,"Adventure,Comedy,Fantasy",101.0,6.4,58455
August: Osage County,2013,Wein.,25000000.0,37738810.0,36500000.0,50738810.0,1.0295524,25.73881,0.4916565877066187,"Comedy,Drama",121.0,7.2,79383
Million Dollar Arm,2014,BV,25000000.0,36447959.0,2800000.0,39217912.0,0.56871648,14.217912,0.0713412893648813,"Biography,Drama,Sport",124.0,7.0,41008
Peppermint,2018,STX,25000000.0,35418723.0,18400000.0,51800758.0,1.07203032,26.800758,0.3418884539493811,"Action,Crime,Drama",101.0,6.5,35854
The Gambler,2014,Par.,25000000.0,33680992.0,5600000.0,38718031.0,0.54872124,13.718031,0.1425625910873126,"Crime,Drama,Thriller",111.0,6.0,59995
Fist Fight,2017,WB (NL),25000000.0,32187017.0,8900000.0,40286416.0,0.61145664,15.286416,0.216613437767945,Comedy,91.0,5.6,35136
The Sitter,2011,Fox,25000000.0,30542576.0,4500000.0,38749404.0,0.54997616,13.749404,0.1284152169635017,Comedy,81.0,5.7,65575
Draft Day,2014,LG/S,25000000.0,28842237.0,620000.0,29847480.0,0.1938992,4.84748,0.0210438874685584,"Drama,Sport",110.0,6.8,48812
Rings,2017,Par.,25000000.0,27793018.0,55300000.0,82917283.0,2.31669132,57.917283,0.6655192136600454,"Drama,Horror,Mystery",102.0,4.5,34151
The Losers,2010,WB,25000000.0,23591432.0,5800000.0,29863840.0,0.1945536,4.86384,0.1973364210358991,"Action,Adventure,Crime",97.0,6.4,83876
The Eagle,2011,Focus,25000000.0,19490041.0,7600000.0,38993548.0,0.55974192,13.993548,0.2805459024591362,"Action,Adventure,Drama",114.0,6.2,61475
Shark Night 3D,2011,Rela.,25000000.0,18877153.0,21300000.0,18877153.0,-0.24491388,-6.122847,0.5301520493500373,"Horror,Thriller",90.0,4.0,23190
Father Figures,2017,WB,25000000.0,17501244.0,8100000.0,21038441.0,-0.15846236,-3.961559,0.3163908753808994,"Adventure,Comedy,Drama",113.0,5.5,14373
The Counselor,2013,Fox,25000000.0,16973715.0,54000000.0,71009334.0,1.84037336,46.009334,0.7608450536934694,"Crime,Drama,Thriller",117.0,5.3,92096
Mary Queen of Scots,2018,Focus,25000000.0,16468499.0,29900000.0,46734733.0,0.86938932,21.734733,0.644834330306875,"Biography,Drama,History",124.0,6.3,23866
My Soul to Take,2010,Uni.,25000000.0,14744435.0,6200000.0,16727470.0,-0.3309012,-8.27253,0.2960213536435812,"Horror,Mystery,Thriller",107.0,4.8,18381
Warrior,2011,LGF,25000000.0,13657115.0,9400000.0,24215385.0,-0.0313846,-0.784615,0.40768326826665,"Drama,Sport",140.0,8.2,403755
Battle of the Sexes,2017,FoxS,25000000.0,12638526.0,,18445379.0,-0.26218484,-6.554621,,"Biography,Comedy,Drama",121.0,6.7,43245
The 33,2015,WB,25000000.0,12227722.0,12700000.0,28400715.0,0.1360286,3.400715,0.5094729474277674,"Biography,Drama,History",127.0,6.9,32263
Tulip Fever,2017,Wein.,25000000.0,2455635.0,5900000.0,6792768.0,-0.72828928,-18.207232,0.7061103075948147,"Drama,History,Romance",105.0,6.2,15037
Legend,2015,Uni.,25000000.0,1872994.0,41100000.0,42425450.0,0.697018,17.42545,0.9564146263581262,"Biography,Crime,Drama",132.0,7.0,138947
Think Like a Man Too,2014,SGem,24000000.0,65028687.0,5000000.0,70027933.0,1.9178305416666668,46.027933,0.0713993109709453,"Comedy,Romance",106.0,5.8,18533
Fences,2016,Par.,24000000.0,57682904.0,6700000.0,64282881.0,1.678453375,40.282881,0.1040648927547598,Drama,139.0,7.2,86749
Piranha 3D,2010,W/Dim.,24000000.0,25003155.0,58200000.0,83660160.0,2.48584,59.66016,0.6994927055350245,"Comedy,Horror",88.0,5.4,81327
Faster,2010,CBS,24000000.0,23240020.0,12400000.0,35792945.0,0.4913727083333333,11.792945,0.3479234860137564,"Action,Crime,Drama",98.0,6.5,93618
I Don't Know How She Does It,2011,Wein.,24000000.0,9659074.0,20900000.0,24474463.0,0.0197692916666666,0.474463,0.6839212470901441,"Comedy,Romance",89.0,4.9,18552
Dhoom 3,2013,Yash,24000000.0,8031955.0,80000000.0,11723620.0,-0.5115158333333333,-12.27638,0.9087609152835469,"Action,Thriller",172.0,5.4,40466
Green Book,2018,Uni.,23000000.0,85080171.0,234700000.0,322034439.0,13.001497347826088,299.034439,0.7339416927136486,"Biography,Comedy,Drama",130.0,8.3,204972
The Wedding Ringer,2015,SGem,23000000.0,64460211.0,15300000.0,80171596.0,2.4857215652173914,57.171596,0.19182496896855,Comedy,101.0,6.7,66893
The Ides of March,2011,Sony,23000000.0,40962534.0,35000000.0,77735925.0,2.3798228260869565,54.735925,0.4607534551177558,"Drama,Thriller",101.0,7.1,207417
The Hate U Give,2018,Fox,23000000.0,29719483.0,5200000.0,35067665.0,0.5246810869565217,12.067665,0.1489140031082361,"Crime,Drama",133.0,7.3,17583
Nocturnal Animals,2016,Focus,22500000.0,10663357.0,19600000.0,32398681.0,0.4399413777777777,9.898681,0.6476479129529483,"Drama,Thriller",116.0,7.5,205240
Son of God,2014,Fox,22000000.0,59700064.0,8100000.0,70949793.0,2.224990590909091,48.949793,0.1194689137756566,"Biography,Drama,History",138.0,5.8,17606
The Hundred-Foot Journey,2014,BV,22000000.0,54235441.0,34600000.0,94270488.0,3.285022181818182,72.270488,0.3894841924632309,"Comedy,Drama",122.0,7.3,69562
Diary of a Wimpy Kid: Dog Days,2012,Fox,22000000.0,49008662.0,28100000.0,77229695.0,2.510440681818182,55.229695,0.3644207962005617,"Comedy,Family",94.0,6.3,19571
